lam,ratio,c,corr_total,corr_off,corr_def
1292.1832594791324,0.18,0.6,0.5137405325720793,0.522602321068978,0.4925838947284659
1292.1832594791324,0.18,0.7,0.5307613964755468,0.5422908307114427,0.5091811412652412
1292.1832594791324,0.18,0.8,0.5438615294673934,0.5571854259886598,0.5229217171075731
1292.1832594791324,0.18,0.9,0.5537460787681963,0.5684942830994135,0.53417907366315
1292.1832594791324,0.18,1.0,0.561045403239657,0.5771231324538078,0.5433121642918182
1292.1832594791324,0.18,1.1,0.5662963214101359,0.5837421680195681,0.5506503182280502
1292.1832594791324,0.2872,0.4,0.46869169620156526,0.4620318480914275,0.4549255327618644
1292.1832594791324,0.2872,0.5,0.4956079213731672,0.4964093053098074,0.4786025528519796
1292.1832594791324,0.2872,0.6,0.5170153710230373,0.522489597643543,0.4985058130210386
1292.1832594791324,0.2872,0.7,0.533657901355994,0.5421994841989434,0.5150028502343309
1292.1832594791324,0.2872,0.8,0.5463267871369357,0.5571086721783486,0.5285077444432853
1292.1832594791324,0.2872,0.9,0.5557697382681396,0.5684275647204096,0.5394390299423915
1292.1832594791324,0.2872,1.0,0.5626444525236239,0.5770634206057841,0.5481922285088505
1292.1832594791324,0.2872,1.1,0.5675032726119944,0.5836874539073118,0.5551246131777341
1292.1832594791324,0.5,0.4,0.4743357802099018,0.4617097004410154,0.46442819070522057
1292.1832594791324,0.5,0.5,0.5010401022869395,0.49616015444707745,0.4885385199623297
1292.1832594791324,0.5,0.6,0.5219370290653947,0.5222920854151917,0.5084455535348261
1292.1832594791324,0.5,0.7,0.5379006206220067,0.5420379941391219,0.52462587648405
1292.1832594791324,0.5,0.8,0.5498230763409194,0.5569723046740905,0.5375945174812193
1292.1832594791324,0.5,0.9,0.5585210878814784,0.5683088875560627,0.5478544724908689
1292.1832594791324,0.5,1.0,0.564694187509098,0.5769574115474964,0.5558667800535849
1292.1832594791324,0.5,1.1,0.5689165177102273,0.5835907193885456,0.5620364319918176
1292.1832594791324,1.0,0.4,0.4828971364771526,0.4610750249553582,0.48232507098296484
1292.1832594791324,1.0,0.5,0.5090263004166048,0.4956626230976038,0.5067757583744421
1292.1832594791324,1.0,0.6,0.528863952008373,0.5218942655430974,0.5261828215862793
1292.1832594791324,1.0,0.7,0.5435328304777172,0.5417117220865078,0.5412920317221419
1292.1832594791324,1.0,0.8,0.5541035414301926,0.5566973899282803,0.5528470525291411
1292.1832594791324,1.0,0.9,0.5615045223243024,0.5680711908622308,0.5615264259917067
1292.1832594791324,1.0,1.0,0.5664956321201896,0.5767471133056001,0.5679155141145261
1292.1832594791324,1.0,1.1,0.5696764953248539,0.5834009922884233,0.5725009906844529
1686.8653306034985,0.1,0.4,0.46691972744066357,0.47637107296771636,0.4464583167996308
1686.8653306034985,0.1,0.5,0.4940045860084022,0.5096438114637857,0.46961031373332945
1686.8653306034985,0.1,0.6,0.5156920863714304,0.534290947583177,0.4893494070705413
